HJD,RelFlux,RelFlux_err
2459123.629707113,0.9783148935869359,0.0074516837188197274
2459123.631101813,0.9831135152967092,0.007479052422839296
2459123.6324965134,0.9810315290678643,0.007474556451028277
2459123.633891213,0.9772365669335253,0.007449725496062214
2459123.6352859135,0.9787180410725665,0.007459613707518736
2459123.6366806137,0.9810942939256837,0.007475043666154638
2459123.638075314,0.9785464332012117,0.007464674927938758
2459123.639470014,0.9790499494601032,0.007474013975277384
2459123.640864714,0.9810645586265982,0.007482473734878174
2459123.6422594143,0.9809879195559511,0.0074836742917432945
2459123.6436541146,0.9793126816963856,0.007478661389931359
2459123.6450488144,0.9787398501083833,0.007474949064410195
2459123.6464435146,0.9801665501008602,0.007481978702995214
2459123.647838215,0.9737742093806775,0.007444395257789867
2459123.649232915,0.9756902541808459,0.007463103419037812
2459123.650627615,0.9775877412057066,0.0074744836718311685
2459123.652022315,0.9793955933264016,0.007487052823022252
2459123.6534170154,0.9828713001579679,0.0075144959113229
2459123.6548117157,0.9842220520660518,0.007515592702903265
2459123.6562064155,0.9823494561156856,0.007507132161146078
2459123.6576011158,0.9768692666666773,0.007470365985724355
2459123.658995816,0.9800893059673226,0.007499640152493792
2459123.660390516,0.9767232138341176,0.007481608157001081
2459123.661785216,0.9799263219447392,0.007501376305607356
2459123.6631799163,0.9803525851285098,0.007509816516379443
2459123.6645746166,0.9796647709521397,0.007498351654168166
2459123.6659693164,0.9767538201678652,0.007486200322278045
2459123.6673640166,0.9806110281881001,0.007507789532554319
2459123.668758717,0.9853676821235414,0.00754119451067976
2459123.670153417,0.9781445802263349,0.007495303337975107
2459123.671548117,0.9826176058389748,0.007531694523638187
2459123.672942817,0.9813312811274997,0.007518214207585954
2459123.6743375175,0.9764632834048026,0.007487507249666178
2459123.6757322177,0.9816681130261617,0.007529214240115318
2459123.6771269175,0.9806014026252107,0.0075232157565286815
2459123.678521618,0.9801387521121799,0.0075193775130034885
2459123.679916318,0.9782525047058147,0.007513228447852422
2459123.6813110183,0.9816959216818514,0.007536922337941504
2459123.682705718,0.9813413003718745,0.0075296517115268705
2459123.6841004184,0.9853328600727181,0.007556528284925505
2459123.6854951186,0.9822536682429698,0.007535213875143035
2459123.686889819,0.9872318241048698,0.007568317227082143
2459123.6882845187,0.9960498478103084,0.007605567439040812
2459123.689679219,1.0033735245651068,0.00765485844451127
2459123.691073919,1.000861288362785,0.00764086482243966
2459123.6924686194,1.0054661542401937,0.007661371112909268
2459123.6938633192,0.9989652046926025,0.007636868161134756
2459123.6952580195,0.997281587615811,0.007622976336303656
2459123.6966527198,0.9968061581181066,0.007616996581308161
2459123.69804742,0.9955350874930823,0.0076234606185957956
2459123.69944212,0.9982473106667284,0.007631197856231265
2459123.70083682,0.9974849217200975,0.007627816496112263
2459123.7022315203,0.9995703798418878,0.00763750631434639
2459123.7036262206,1.0023454048488654,0.007661439126474607
2459123.7050209204,1.00692960716478,0.0076867521887403825
2459123.7064156206,1.0021963047709972,0.007654977394438205
2459123.707810321,0.9979818891480676,0.0076345824272513576
2459123.709205021,0.9970940591144564,0.007630892723443807
2459123.710599721,1.001054745858422,0.007652073479033228
2459123.711994421,0.9968797534258336,0.007635152344594597
2459123.7133891215,1.0051017258112762,0.007675265795650047
2459123.7147838213,1.0031298141279805,0.007665330129968983
2459123.7161785215,0.9994131013449302,0.007650673263394597
2459123.717573222,0.9929559571496599,0.007606532197880331
2459123.718967922,1.003447489877815,0.007668130853770071
2459123.720362622,1.0009813615040832,0.007662746097236359
2459123.721757322,1.0029107930659837,0.007665669412485679
2459123.7231520223,0.9964072199693842,0.007638824840991749
2459123.7245467226,0.9973939640066629,0.007637125383720237
2459123.7259414224,0.9987577177459597,0.007643212589127508
2459123.7273361227,1.0010555020756093,0.007664068979201869
2459123.728730823,0.9976417843519572,0.00763902058428493
2459123.730125523,1.0013893871278492,0.007661442946664579
2459123.731520223,0.9959908767723427,0.007631678065818176
2459123.732914923,0.9975243534830637,0.00763558282229549
2459123.7343096235,1.0006455433334025,0.0076613155971213
2459123.7357043237,1.0023632668886069,0.007672787950401599
2459123.7370990235,1.0030934176429178,0.007677464939163107
2459123.738493724,0.9976250338538485,0.007648586101336399
2459123.739888424,0.9956153415887448,0.007635098189306572
2459123.7412831243,1.003400945094762,0.007674506598352591
2459123.742677824,1.0007023736743954,0.0076607291975375885
2459123.7440725244,0.9969321239191872,0.007638692600323826
2459123.7454672246,1.0045700370560096,0.0076824198422842235
2459123.746861925,0.9987797598087801,0.007645958806303225
2459123.7482566247,1.0037892794377723,0.00767960143048908
2459123.749651325,0.9972549470977683,0.007632692255660665
2459123.751046025,1.0053935352630283,0.007684292052031043
2459123.7524407255,1.0061395645923052,0.007694452203088198
2459123.7538354252,1.0004929544640198,0.007665561574068786
2459123.7552301255,1.0023638007661766,0.007668772128698075
2459123.7566248258,1.0021867905985262,0.0076707016864183235
2459123.758019526,1.003275202962072,0.007672334014160958
2459123.759414226,0.9967030595323442,0.007638588145508438
2459123.760808926,1.0021444746704702,0.0076693369449383625
2459123.7622036263,1.0040922400276842,0.007682634067673906
2459123.763598326,0.9965591977343483,0.007645521977164125
2459123.7649930264,0.9970779674445733,0.007643486687229799
2459123.7663877266,0.9931463868170057,0.00761701506014786
2459123.767782427,0.9990357301487393,0.007650389292848652
2459123.7691771267,1.0035388729991737,0.007679891040397144
2459123.770571827,1.0042751250088195,0.007677391984911922
2459123.771966527,0.9998589463169978,0.007652858090828197
2459123.7733612275,1.0058149935456329,0.007689109024276438
2459123.7747559273,0.995857079270161,0.007631872275356598
2459123.7761506275,0.9950167700920152,0.007627361982515947
2459123.777545328,1.001165376780533,0.007664265401694783
2459123.778940028,1.0008044381841987,0.00765551047110455
2459123.780334728,0.999363500430095,0.007646513007951713
2459123.781729428,0.9928433715541889,0.00760943393493082
2459123.7831241284,0.9986617479437826,0.0076395461523600435
2459123.7845188286,0.9977700915750801,0.007644407298220208
2459123.7859135284,1.0030722965965169,0.007669785940699121
2459123.7873082287,1.0005894777918358,0.0076499261425773245
2459123.788702929,0.9967731634097462,0.007629142907580384
2459123.790097629,0.9980190868425975,0.007634940924284023
2459123.791492329,0.9927968228955831,0.007592831541529809
2459123.7928870292,0.999280059288166,0.007639760209934081
2459123.7942817295,1.0016350865645929,0.007648941896638644
2459123.7956764298,0.9961703731324079,0.007620140111114344
2459123.7970711295,1.0008515499185127,0.007645120716331561
2459123.79846583,0.9988910672177447,0.007637959517982445
2459123.79986053,0.9969529809328773,0.0076223598007639885
2459123.8012552303,1.0006319210272,0.007647134397114364
2459123.80264993,0.9973368120724544,0.0076265962306262215
2459123.8040446304,0.9990162195756259,0.0076354511699206675
2459123.8054393306,0.9965195030611963,0.007618936629176759
2459123.806834031,1.0032940759503068,0.007644122339725645
2459123.8082287307,1.0022541404213907,0.007655062051895508
2459123.809623431,0.9973202410146825,0.007617383604584933
2459123.811018131,1.0024984008540696,0.007653025416575741
2459123.8124128315,1.0002988031856879,0.007635549221430036
2459123.8138075313,0.998281814599629,0.0076172882470838515
2459123.8152022315,1.0018309063391733,0.007638955159814914
2459123.816596932,1.0034992214854423,0.007651233585837836
2459123.8179916316,0.9993532099871405,0.007626712682238969
2459123.819386332,0.9977046003946036,0.007610990496454634
2459123.820781032,1.0001164054906737,0.00762818504865714
2459123.8221757323,0.9931982047224227,0.007586647013273233
2459123.823570432,0.9956722238760266,0.0075989768723202615
2459123.8249651324,1.004806331326409,0.007648353995987762
2459123.8263598327,1.0025614464425325,0.007623589243258095
2459123.827754533,0.9987162240384115,0.00760828806806485
2459123.8291492327,1.004012675989167,0.007645610396426038
2459123.830543933,1.0008302756476455,0.007618279222364662
2459123.831938633,1.0097816416151075,0.0076671231047203475
2459123.8333333335,1.0024490717826866,0.00762096595325479
